track_genre,valence,energy,danceability,tempo,acousticness,instrumentalness,liveness,speechiness
psych-rock,0.564732,0.5615028,0.502554,121.572999,0.31522801724,0.09181969096999999,0.20263050000000002,0.0473149
punk,0.5555907,0.809673,0.499778,133.60051800000002,0.08912129745,0.03888575537,0.2159331,0.064181
punk-rock,0.5669669,0.80998,0.507329,132.219025,0.08259563892,0.03218837973,0.23666890000000002,0.0635081
r-n-b,0.6331639,0.6381296706,0.614388,124.038939,0.3705621442,0.009955657029999999,0.2621831,0.0892185
reggae,0.647529,0.7257910000000001,0.745331,119.867602,0.175950025,0.00280537597,0.18832959999999999,0.1154054
reggaeton,0.6427535,0.7387279999999999,0.758521,118.872403,0.16476341,0.0027859232,0.1703853,0.1209521
rock,0.5389026,0.6790711,0.543609,126.321238,0.20924166109999998,0.02097829694,0.1725127,0.0499229
rock-n-roll,0.67049,0.5266152,0.5503020000000001,120.390017,0.5533451770000001,0.014221187790000001,0.22731200000000001,0.0513818
rockabilly,0.726951,0.6593719,0.561202,123.660635,0.44698917326,0.0252293276,0.2289194,0.0595629
romance,0.3934147,0.2943038,0.4321332,109.693052,0.8694951,0.05377302979,0.2107734,0.06481529999999999
sad,0.4220495,0.4624701,0.692378,119.06495,0.473710126,0.10574007977,0.1716106,0.13043110000000002
salsa,0.814838,0.724518,0.668288,119.91508900000001,0.46924546,0.01254381249,0.1823286,0.056160299999999996
samba,0.6934091,0.6726435000000001,0.5748970000000001,118.122361,0.48990308,0.00735576425,0.44319240000000004,0.0836434
sertanejo,0.619325,0.710391,0.591647,127.052197,0.43662081999999997,0.00016029266,0.4742244,0.0648653
show-tunes,0.3788129,0.39874176,0.4637381,114.372216,0.6371923265,0.03786859097,0.21560839999999998,0.108183
singer-songwriter,0.4142976,0.4341884,0.562022,119.737322,0.552753542,0.02789156575,0.1501931,0.0514857
ska,0.69672,0.793134,0.5806760000000001,128.338341,0.12157530015000001,0.03011484573,0.2714103,0.0721267
sleep,0.058187871,0.34207171670000003,0.1679225,84.619491,0.65725270108,0.72353913501,0.3577362,0.056847
songwriter,0.4142976,0.4341884,0.562022,119.737322,0.552753542,0.027891565750000003,0.1501931,0.0514857
soul,0.5233104,0.5338726,0.600112,114.62916899999999,0.4015648954,0.01363626904,0.1819059,0.0600308
spanish,0.5484960999999999,0.707777,0.6043099999999999,122.832437,0.26875821868000005,0.01730288238,0.2236962,0.0873142
study,0.4027009,0.41065809999999997,0.68524,111.763835,0.5306388080000001,0.7897574537000001,0.1612922,0.1000384
swedish,0.5329407,0.6220025,0.590413,121.094523,0.32420006772,0.02216727505,0.1903963,0.0648112
synth-pop,0.5863771000000001,0.7131349,0.620663,122.85003200000001,0.15232235625,0.08232404800000001,0.18416916,0.0483371
tango,0.5835295,0.372828,0.537862,114.55432,0.846208935,0.13971501043,0.2303476,0.0798359
techno,0.3218783,0.746413,0.684348,128.255482,0.08141377308,0.5400382181,0.1594341,0.0642115
trance,0.27688080000000004,0.845272,0.583409,133.276726,0.0358702953,0.42350094276,0.23435740000000002,0.0797055
trip-hop,0.4780688,0.6223630000000001,0.634695,118.74361599999999,0.22561481075,0.38376133848,0.1903421,0.0763031
turkish,0.4623137,0.6098036,0.616077,120.367607,0.3211246845,0.0356028508,0.1807503,0.1050867
world-music,0.25029526,0.5329867402999999,0.414572,121.393711,0.29954666447,0.09182382283,0.25039259999999997,0.041768
